Solvent,Enzyme,Temperature,aN,bN,aD,bD,m,D50
MeOH,OYE1,45,0.8203556819535177,0.003144174236657267,0.0,0.0,1489.788829569005,18.710771186684948
MeOH,OYE1,50,0.8525789396894542,0.002279290874540216,0.0,0.00033219063183772684,1492.1885943417203,18.930516469246253
MeOH,OYE1,60,0.874971216309019,0.002548976344176907,0.0,0.00017001663239186768,1491.6293641255827,18.78568215819115
MeOH,OYE1,70,0.8961246482698914,0.0026197098864863063,0.0,6.657642976796401e-05,1492.5274542588832,18.721625269140795
MeOH,OYE1,80,0.9147369694359102,0.0023122372558641497,0.005908548024269955,0.0,1489.9569881493085,18.412881656058993
MeOH,PpXenB,25,0.6740213048696442,0.0,0.1963177096476062,0.0,852.0808524139392,31.185509468427995
MeOH,PpXenB,30,0.6792043955490461,0.0,0.20524267052167536,0.0,784.0770344870144,30.50789365547063
MeOH,PpXenB,35,0.6924713680095835,0.0,0.08597436746075733,0.0026055509991691995,823.7217340051327,20.91194488380969
MeOH,PpXenB,40,0.6631974143610676,0.0003912866769422396,0.22058942272943016,1.637781585976278e-06,439.50047822519645,8.861463666875329
MeOH,PpXenB,45,0.8352641257538068,0.0020240483736370333,0.0027067456274486594,0.0,1496.753916076706,18.966062451129037
MeOH,PpXenB,50,0.8697968262117538,0.0008444250715709524,0.016901314651700278,1.543087564034101e-05,1497.0889477284943,18.86008928851194
MeOH,PpXenB,60,0.8855312617168702,0.0008667719040067417,0.01519769900765236,2.8074709674006612e-05,1495.3829470644293,18.836237257629485
MeOH,PpXenB,70,0.8979470255919213,0.0007885868683026138,0.015468487471021176,0.0,1495.2140106236238,18.85990871431067
MeOH,PpXenB,80,0.9089767538521074,0.0009749793434230272,0.014775321584297514,0.0,1490.8400638008236,21.50899444413986
MeOH,RmER,25,0.7840880739525762,0.00012469606099045803,0.15377816719886558,0.0042572841681873174,1384.5507015239089,30.052371197079147
MeOH,RmER,30,0.8055549916456854,0.0,0.29781645435640325,0.0,11327.879597005245,30.252133817339885
MeOH,RmER,35,0.8167912871496954,0.0016249048568107685,0.23151663301698241,0.0,12013.112625527376,30.33513739588792
MeOH,RmER,40,0.8517384947231431,0.0017007872820731826,0.20031888471166504,0.0,13869.353584444672,30.54843701936014
MeOH,RmER,45,0.9020853371504993,0.0002460790255564661,0.21421548637072774,0.0,12464.927476497192,30.506495674191836
MeOH,RmER,50,0.9267211673016734,0.0,0.20764408572864307,0.0,12272.100644346065,30.53131671285839
MeOH,RmER,60,0.9441564403615588,0.0,0.20128513890831587,0.0,8870.367033200328,30.644993979454526
MeOH,RmER,70,0.9583254307954632,0.0,0.19607985137150102,0.0,12123.048842647668,30.40193756119047
MeOH,RmER,80,0.9699127152854565,0.0001819167200322904,0.1939788869024072,0.0,1327.3560860630755,29.701307103234676
MeOH,TsOYE,25,0.7204359148177037,0.0,0.0,0.0,1498.8914007461133,18.99331886431099
MeOH,TsOYE,30,0.7246358256063029,0.0,0.0,0.0,1498.8496089477292,18.992442431556743
MeOH,TsOYE,35,0.7294179880180287,0.0,0.0,0.0,1498.7769557032805,18.991568294779402
MeOH,TsOYE,40,0.7344568130286605,0.0,0.0,0.0,1498.7599369018646,18.986871863496333
MeOH,TsOYE,45,0.7421990651223125,0.0,0.0,0.0,1498.5910860908405,18.991154597047824
MeOH,TsOYE,50,0.7475075599340176,0.0,0.0007109258602016878,0.00236516381258768,2059.0147959710634,41.156021744338794
MeOH,TsOYE,60,0.7604258198698802,0.0,0.19959020035675024,2.9763571501582437e-05,873.4679253489709,33.52398979253305
MeOH,TsOYE,70,0.7737404619262019,0.0,0.20386748401289814,0.0,854.1198001495623,23.16233379322881
MeOH,TsOYE,80,0.7912593170084983,0.0,0.21676065982308068,0.0,823.4379653117866,14.366392826625432
MeOH,XenA,25,0.9129470071343277,0.0,0.13315136571786104,0.0,1704.6184594949927,27.516187153793776
MeOH,XenA,30,0.9205552253749233,0.0,0.13081582565398384,0.0,1801.2054208025206,26.67849302907076
MeOH,XenA,35,0.9297833997367464,0.00016864004504641992,0.11960894432184324,0.0,3081.2784388247355,27.388418722672895
MeOH,XenA,40,0.9375011137520819,0.0,0.12836243290827232,2.2879606351466604e-05,1455.55729807152,26.923884196597534
MeOH,XenA,45,0.9384841361659556,0.0005562710730958639,0.109949014608618,0.00016443177107313675,2547.6595088259132,26.846873284897185
MeOH,XenA,50,0.9404280867067961,0.0009612374170104937,0.10965693491273039,0.0,2735.0797129937705,26.644732718362153
MeOH,XenA,60,0.9534991461978672,0.001137652961924506,0.1127123592808363,0.0,2235.1996717706415,26.028184257818136
MeOH,XenA,70,0.983434951449826,0.0003789822440306024,0.11762425666933879,0.00045232893487075877,1458.0536627947959,23.833153000145288
MeOH,XenA,80,1.0075761365454847,0.0005706795113309278,0.12558604945312976,8.460652871754561e-05,1458.0221961418347,22.555584827666422
MeOH,XenB,25,0.8073488603875024,0.0,0.033405926805241036,0.0,13832.034599548624,25.518128459904283
MeOH,XenB,30,0.8072471191076516,0.0,0.04728605742668279,0.0,14353.591459503641,24.93709862722823
MeOH,XenB,35,0.8060947147061772,0.0,0.06313561731019733,0.0,983.6933225363414,17.474571655738004
MeOH,XenB,40,0.8190945048917784,0.0,0.06489178027017876,0.0,706.6353188044766,10.000354712309136
MeOH,XenB,45,0.8708768145821111,6.746453259327661e-05,0.024353249224578922,0.0,1498.3960785082418,18.91349819380567
MeOH,XenB,50,0.8802384416350707,0.0,0.027621283188086616,0.0,1520.0601257152002,16.135917043877402
MeOH,XenB,60,0.8942134602378092,0.0,0.028577062632634348,0.0,1538.2158508586083,13.76185595992646
MeOH,XenB,70,0.9093541157503765,0.0,0.03144870508818368,0.0,1556.0320633498945,12.800429968739849
MeOH,XenB,80,0.9225372387878328,0.0,0.04377286127833537,0.0,1220.5598298795746,11.903674570874717
MeOH,YqiG,25,0.6798769200111768,0.000448316358316672,0.07218618795933722,0.003024899814095429,7996.238778500742,36.182324548164
MeOH,YqiG,30,0.6828124582413743,0.0006740870743812248,0.13770001888409653,0.0017590322081473054,1545.142260152617,35.769183242059505
MeOH,YqiG,35,0.693713045547592,0.0,0.18374491782732183,0.0013876591305489057,752.1014927430593,28.68480166529281
MeOH,YqiG,40,0.7061404562637947,0.0,0.26249704423926334,0.0,1208.4850856616613,20.322487449333398
MeOH,YqiG,45,0.71925053197608,0.0,0.28033192669903717,0.0,1420.9678601928474,12.290234541751595
MeOH,YqiG,50,0.7302799935587756,0.0,0.28651815260519703,0.0,1758.1132792079259,4.550239465066385
MeOH,YqiG,60,1.034163879233733,0.0,0.0,0.0,1495.615472344632,18.625937942568157
MeOH,YqiG,70,1.0427217276863852,0.0,0.0,0.0,1495.2447939808949,18.632022542996182
MeOH,YqiG,80,1.0408750206705562,0.0,0.0,0.0,1495.0280968606628,18.63719294618131
MeOH,YqjM,25,1.0028835398264018,0.0,0.0,0.0,1497.5319014650124,18.604199593970975
MeOH,YqjM,30,1.017662072709579,0.0,0.0,0.0,1497.4987573835667,18.541971091101978
MeOH,YqjM,35,1.0249481426219338,0.0,0.0,0.0,1496.702577906889,18.525424836872837
MeOH,YqjM,40,1.0107396871477456,0.0,0.0,0.0,1495.89269431442,18.76942816908669
MeOH,YqjM,45,0.9880117805102371,0.0,0.0,0.0,1496.9001042150373,18.787590262987916
MeOH,YqjM,50,0.9550065951939921,0.0,0.0030781535583818036,0.0006475151504839881,1496.512239863977,18.844082039018424
MeOH,YqjM,60,0.9468608085868611,0.0010501251993973524,0.016183209921483404,0.0,1439.5102995705013,13.851219600727408
MeOH,YqjM,70,0.961910505219208,0.0,0.08652212537987887,0.0,890.761329554887,12.428815764478415
MeOH,YqjM,80,0.9749342311366658,0.0,0.1227338183639739,0.0,1166.6536213442794,6.440444967888933
