Enzyme,Solvent,Concentration,Temperature,FU
NerA,MeOH,24,35,0.7990303542475643
NerA,MeOH,27,35,0.8305528899181851
NerA,MeOH,30,35,0.8415018550378008
NerA,MeOH,33,35,0.9024195086864177
XenB,MeOH,0,35,0.8109842325596992
XenB,MeOH,3,35,0.8041031149775695
XenB,MeOH,6,35,0.8008701869459379
XenB,MeOH,9,35,0.8043770604976579
XenB,MeOH,12,35,0.8194491386002583
XenB,MeOH,15,35,0.8306372295558094
XenB,MeOH,18,35,0.833625040744146
XenB,MeOH,21,35,0.8500272200907717
XenB,MeOH,24,35,0.8668154578369863
XenB,MeOH,27,35,0.895576360621613
XenB,MeOH,30,35,0.8883681463091337
XenB,MeOH,33,35,0.8718586509611091
NerA,MeOH,0,40,0.6425603663403968
NerA,MeOH,3,40,0.6467836767444741
NerA,MeOH,6,40,0.6613931463967077
NerA,MeOH,9,40,0.6761377503671538
NerA,MeOH,12,40,0.6998879488905405
NerA,MeOH,15,40,0.7390683598665712
NerA,MeOH,18,40,0.8175776614979092
NerA,MeOH,21,40,0.8377726252821849
NerA,MeOH,24,40,0.8365619866520368
NerA,MeOH,27,40,0.846741084744766
NerA,MeOH,30,40,0.8553725333956144
NerA,MeOH,33,40,0.9167713050920109
XenB,MeOH,0,40,0.8187472017370105
XenB,MeOH,3,40,0.8297164157867251
XenB,MeOH,6,40,0.839641243163485
XenB,MeOH,9,40,0.8490268805896236
XenB,MeOH,12,40,0.8562525802145009
XenB,MeOH,15,40,0.8657852127838618
XenB,MeOH,18,40,0.8737684087272917
XenB,MeOH,21,40,0.8871172956812414
XenB,MeOH,24,40,0.891587106941639
XenB,MeOH,27,40,0.9091853283909193
XenB,MeOH,30,40,0.9022015939409751
XenB,MeOH,33,40,0.8875631096386962
NerA,MeOH,0,45,0.6663291746104368
NerA,MeOH,3,45,0.6883968535321745
NerA,MeOH,6,45,0.7267306941079867
NerA,MeOH,9,45,0.7734966488757267
NerA,MeOH,12,45,0.8331708807218212
NerA,MeOH,15,45,0.8399558194114739
NerA,MeOH,18,45,0.8431034617515354
NerA,MeOH,21,45,0.8499990166742102
NerA,MeOH,24,45,0.8485780510157634
NerA,MeOH,27,45,0.8583836513045573
NerA,MeOH,30,45,0.8683404118425809
NerA,MeOH,33,45,0.9305008959019394
XenB,MeOH,0,45,0.8557776126238213
XenB,MeOH,3,45,0.8641386843540633
XenB,MeOH,6,45,0.871596790568735
XenB,MeOH,9,45,0.8761496254829116
XenB,MeOH,12,45,0.8773495448251645
XenB,MeOH,15,45,0.88086371390879
XenB,MeOH,18,45,0.8859432940780295
XenB,MeOH,21,45,0.8974260215673283
XenB,MeOH,24,45,0.9034352700131555
XenB,MeOH,27,45,0.9239919169417746
XenB,MeOH,30,45,0.9158225522142954
XenB,MeOH,33,45,0.9010371309473008
NerA,MeOH,0,50,0.7314476021968165
NerA,MeOH,3,50,0.8101706380836743
NerA,MeOH,6,50,0.843448338772683
NerA,MeOH,9,50,0.8468012676265715
NerA,MeOH,12,50,0.8484641146926583
NerA,MeOH,15,50,0.8494747677670764
NerA,MeOH,18,50,0.8537497737887382
NerA,MeOH,21,50,0.8609155049382942
NerA,MeOH,24,50,0.8590105021773394
NerA,MeOH,27,50,0.8702938059436117
NerA,MeOH,30,50,0.8802668282447861
NerA,MeOH,33,50,0.9448465394001684
XenB,MeOH,0,50,0.8772180460152978
XenB,MeOH,3,50,0.8781133023712521
XenB,MeOH,6,50,0.8803642002034404
XenB,MeOH,9,50,0.8830202218819839
XenB,MeOH,12,50,0.8862193865969697
XenB,MeOH,15,50,0.890264932593921
XenB,MeOH,18,50,0.8966906093507413
XenB,MeOH,21,50,0.90954917119081
XenB,MeOH,24,50,0.915302849188299
XenB,MeOH,27,50,0.9346601417278622
XenB,MeOH,30,50,0.9275367914849215
XenB,MeOH,33,50,0.9133052899120537
NerA,MeOH,0,60,0.852679863726639
NerA,MeOH,3,60,0.854338742738281
NerA,MeOH,6,60,0.8618099131063514
NerA,MeOH,9,60,0.8651768806022255
NerA,MeOH,12,60,0.8679471689670738
NerA,MeOH,15,60,0.8695826801526306
NerA,MeOH,18,60,0.8739514829967925
NerA,MeOH,21,60,0.8824209908713964
NerA,MeOH,24,60,0.8804013186277845
NerA,MeOH,27,60,0.8927654968753699
NerA,MeOH,30,60,0.9044714246604476
NerA,MeOH,33,60,0.972279793312677
XenB,MeOH,0,60,0.888996194467146
XenB,MeOH,3,60,0.8921754795456958
XenB,MeOH,6,60,0.8967189277966845
XenB,MeOH,9,60,0.9009135112807606
XenB,MeOH,12,60,0.9046718843319529
XenB,MeOH,15,60,0.9100902527114498
XenB,MeOH,18,60,0.9156657507416741
XenB,MeOH,21,60,0.9305532173830492
XenB,MeOH,24,60,0.9361009454752175
XenB,MeOH,27,60,0.9557083116666407
XenB,MeOH,30,60,0.9465413083917904
XenB,MeOH,33,60,0.9372370762635965
NerA,MeOH,0,70,0.8764859117990997
NerA,MeOH,3,70,0.8800267866441103
NerA,MeOH,6,70,0.8910421006158641
NerA,MeOH,9,70,0.8953930310638917
NerA,MeOH,12,70,0.9013169661756018
NerA,MeOH,15,70,0.9042926627984121
NerA,MeOH,18,70,0.9081783620452191
NerA,MeOH,21,70,0.9172260416582709
NerA,MeOH,24,70,0.9100822340285729
NerA,MeOH,27,70,0.9194164245652375
NerA,MeOH,30,70,0.9358788292697521
NerA,MeOH,33,70,1.0057173502305545
XenB,MeOH,0,70,0.9034893861044017
XenB,MeOH,3,70,0.9079578152115141
XenB,MeOH,6,70,0.9136834242968769
XenB,MeOH,9,70,0.9179151482230163
XenB,MeOH,12,70,0.9223953432988448
XenB,MeOH,15,70,0.9289716859173843
XenB,MeOH,18,70,0.9368314935888531
XenB,MeOH,21,70,0.9526537242422426
XenB,MeOH,24,70,0.9624720100134136
XenB,MeOH,27,70,0.9861745562620864
XenB,MeOH,30,70,0.9629055762842814
XenB,MeOH,33,70,0.9593280509084401
NerA,MeOH,0,80,0.9285995983110568
NerA,MeOH,3,80,0.9415001486969298
NerA,MeOH,6,80,0.9596935416491019
NerA,MeOH,9,80,0.9641025599358519
NerA,MeOH,12,80,0.9702991930757812
NerA,MeOH,15,80,0.9652919877301901
NerA,MeOH,18,80,0.9667632660963869
NerA,MeOH,21,80,0.9747892142300872
NerA,MeOH,24,80,0.956294702953095
NerA,MeOH,27,80,0.9740997206335374
NerA,MeOH,30,80,1.0003562706055902
NerA,MeOH,33,80,1.0661436860552556
XenB,MeOH,0,80,0.9182092563811017
XenB,MeOH,3,80,0.9224737060244653
XenB,MeOH,6,80,0.9316494562109455
XenB,MeOH,9,80,0.9350321400737168
XenB,MeOH,12,80,0.943132659813595
XenB,MeOH,15,80,0.9525359409792831
XenB,MeOH,18,80,0.9595831718879305
XenB,MeOH,21,80,0.9799543859637698
XenB,MeOH,24,80,0.9969502850349898
XenB,MeOH,27,80,1.0174870878198023
XenB,MeOH,30,80,0.9775811072130871
XenB,MeOH,33,80,0.9806367771405846
NCR,MeOH,33,25,0.7698679181457193
NCR,MeOH,36,25,0.840759796542662
NCR,MeOH,39,25,0.8335211533257888
NCR,MeOH,42,25,0.8598696056666005
NCR,MeOH,45,25,0.8410107109852456
PpXenB,MeOH,36,25,0.8629179599653094
PpXenB,MeOH,39,25,0.8521396706396756
PpXenB,MeOH,42,25,0.8708940202591746
PpXenB,MeOH,45,25,0.8564155631544906
NCR,MeOH,33,30,0.7802651464086303
NCR,MeOH,36,30,0.857878273835109
NCR,MeOH,39,30,0.8485632918171647
NCR,MeOH,42,30,0.8752660033480727
NCR,MeOH,45,30,0.8586986838732612
PpXenB,MeOH,36,30,0.8775834976593603
PpXenB,MeOH,39,30,0.8659759444459542
PpXenB,MeOH,42,30,0.886414342595757
PpXenB,MeOH,45,30,0.8679519077750614
NCR,MeOH,33,35,0.8223870785535856
NCR,MeOH,36,35,0.881062244331605
NCR,MeOH,39,35,0.8762570426011056
NCR,MeOH,42,35,0.8898318804360306
NCR,MeOH,45,35,0.8743086124417366
PpXenB,MeOH,36,35,0.8908696008945665
PpXenB,MeOH,39,35,0.87951247997307
PpXenB,MeOH,42,35,0.899627858999468
PpXenB,MeOH,45,35,0.8796019894930139
NCR,MeOH,33,40,0.8876600028421837
NCR,MeOH,36,40,0.9033253982981646
NCR,MeOH,39,40,0.9020624389671869
NCR,MeOH,42,40,0.9073461561676173
NCR,MeOH,45,40,0.8904125321347113
PpXenB,MeOH,36,40,0.9031355827637114
PpXenB,MeOH,39,40,0.8921164716659366
PpXenB,MeOH,42,40,0.9128340242987074
PpXenB,MeOH,45,40,0.8905481242271264
NCR,MeOH,33,45,0.9082992354141206
NCR,MeOH,36,45,0.9234977541290929
NCR,MeOH,39,45,0.9221514397766549
NCR,MeOH,42,45,0.9289499091945074
NCR,MeOH,45,45,0.9042839080723247
PpXenB,MeOH,36,45,0.9159100140542574
PpXenB,MeOH,39,45,0.903467956735024
PpXenB,MeOH,42,45,0.9244579384035553
PpXenB,MeOH,45,45,0.9022067292960434
NCR,MeOH,33,50,0.9231292645131292
NCR,MeOH,36,50,0.9460938490002903
NCR,MeOH,39,50,0.9435147028041705
NCR,MeOH,42,50,0.9537556292493482
NCR,MeOH,45,50,0.9157536570919472
PpXenB,MeOH,36,50,0.926870091186734
PpXenB,MeOH,39,50,0.9136537990698681
PpXenB,MeOH,42,50,0.9339566768174696
PpXenB,MeOH,45,50,0.9111833355721801
NCR,MeOH,33,60,0.9683278695533397
NCR,MeOH,36,60,0.9838510644997418
NCR,MeOH,39,60,0.9870958720099088
NCR,MeOH,42,60,0.9942443772005769
NCR,MeOH,45,60,0.9332567033690415
PpXenB,MeOH,36,60,0.9425998674043125
PpXenB,MeOH,39,60,0.9285683937513747
PpXenB,MeOH,42,60,0.9481416383961652
PpXenB,MeOH,45,60,0.9255412805447262
NCR,MeOH,33,70,1.022413284780146
NCR,MeOH,36,70,1.0057616427441194
NCR,MeOH,39,70,1.0227749769986247
NCR,MeOH,42,70,1.0208087282117388
NCR,MeOH,45,70,0.9412471376966919
PpXenB,MeOH,36,70,0.9506065708009769
PpXenB,MeOH,39,70,0.935507146071118
PpXenB,MeOH,42,70,0.9538514466717289
PpXenB,MeOH,45,70,0.9315828324646606
NCR,MeOH,33,80,1.056504966171773
NCR,MeOH,36,80,0.9981310453091933
NCR,MeOH,39,80,1.0392174195290882
NCR,MeOH,42,80,1.0339892574297178
NCR,MeOH,45,80,0.9145873474302885
PpXenB,MeOH,36,80,0.9533893818584731
PpXenB,MeOH,39,80,0.9467487686294426
PpXenB,MeOH,42,80,0.9515686455953641
PpXenB,MeOH,45,80,0.9839045073973758
NerA,MeOH,36,25,0.7997693975694091
NerA,MeOH,39,25,0.8316845237206075
NerA,MeOH,42,25,0.8213426967758732
NerA,MeOH,45,25,0.8069887964401249
XenB,MeOH,36,25,0.829827460467609
XenB,MeOH,39,25,0.8331178832724548
XenB,MeOH,42,25,0.8208361220593768
XenB,MeOH,45,25,0.8478442786412417
NerA,MeOH,36,30,0.8106843644000745
NerA,MeOH,39,30,0.8462986630957805
NerA,MeOH,42,30,0.8339006934515245
NerA,MeOH,45,30,0.8209853813671397
XenB,MeOH,36,30,0.8426560225748704
XenB,MeOH,39,30,0.8462747810463853
XenB,MeOH,42,30,0.8339462587395331
XenB,MeOH,45,30,0.860096174521814
NerA,MeOH,36,35,0.823022525039149
NerA,MeOH,39,35,0.8591525029147518
NerA,MeOH,42,35,0.842693755559244
NerA,MeOH,45,35,0.8327719580532993
XenB,MeOH,36,35,0.8551235163577826
XenB,MeOH,39,35,0.8588346060851969
XenB,MeOH,42,35,0.8458748454603756
XenB,MeOH,45,35,0.8718374632166548
NerA,MeOH,36,40,0.8359139012330055
NerA,MeOH,39,40,0.8720700157174975
NerA,MeOH,42,40,0.8520295479793581
NerA,MeOH,45,40,0.8456430254767432
XenB,MeOH,36,40,0.8682003725948262
XenB,MeOH,39,40,0.8710609890171856
XenB,MeOH,42,40,0.8585320710057653
XenB,MeOH,45,40,0.8832912245633991
NerA,MeOH,36,45,0.8474788703002463
NerA,MeOH,39,45,0.8860421168844362
NerA,MeOH,42,45,0.8635507811711619
NerA,MeOH,45,45,0.8580571886756029
XenB,MeOH,36,45,0.8800417175337649
XenB,MeOH,39,45,0.883079810296892
XenB,MeOH,42,45,0.8697819348322348
XenB,MeOH,45,45,0.8937567668860676
NerA,MeOH,36,50,0.8598470918314579
NerA,MeOH,39,50,0.8986439843445444
NerA,MeOH,42,50,0.8731937760286215
NerA,MeOH,45,50,0.8693630135289652
XenB,MeOH,36,50,0.8922400681708732
XenB,MeOH,39,50,0.8942756796900515
XenB,MeOH,42,50,0.8809448788305034
XenB,MeOH,45,50,0.9036688441142617
NerA,MeOH,36,60,0.8832128592632745
NerA,MeOH,39,60,0.9216042227824591
NerA,MeOH,42,60,0.8926528486838933
NerA,MeOH,45,60,0.8901651080433489
XenB,MeOH,36,60,0.91317828995674
XenB,MeOH,39,60,0.9135107445550218
XenB,MeOH,42,60,0.9013822414440205
XenB,MeOH,45,60,0.8757814222068956
NerA,MeOH,36,70,0.9011847526526955
NerA,MeOH,39,70,0.9414458099263794
NerA,MeOH,42,70,0.9059614541698904
NerA,MeOH,45,70,0.9022347762128465
XenB,MeOH,36,70,0.9318760489899705
XenB,MeOH,39,70,0.9280030623110089
XenB,MeOH,42,70,0.9174907328492256
XenB,MeOH,45,70,0.8707871355280363
NerA,MeOH,36,80,0.9395765159102983
NerA,MeOH,39,80,0.9615350098295227
NerA,MeOH,42,80,0.9157436876826646
NerA,MeOH,45,80,0.9093837757338087
XenB,MeOH,36,80,0.9467946890916719
XenB,MeOH,39,80,0.9442602623509636
XenB,MeOH,42,80,0.9299258195086385
XenB,MeOH,45,80,0.9290513654614567
ChrOYE1,MeOH,0,25,0.6040743425139486
ChrOYE1,MeOH,3,25,0.6035014738149859
ChrOYE1,MeOH,6,25,0.6052984152216107
ChrOYE1,MeOH,9,25,0.6057147622274888
ChrOYE1,MeOH,12,25,0.6053535874164145
ChrOYE1,MeOH,15,25,0.6118690895040879
ChrOYE1,MeOH,18,25,0.6159967131911431
ChrOYE1,MeOH,21,25,0.6259645818552902
ChrOYE1,MeOH,24,25,0.6481413539821195
ChrOYE1,MeOH,27,25,0.7313511659694688
ChrOYE1,MeOH,30,25,0.8360463988426501
ChrOYE1,MeOH,33,25,0.8949373204855781
TsOYE,MeOH,0,25,0.73574166391692
TsOYE,MeOH,3,25,0.7340510684479192
TsOYE,MeOH,6,25,0.7374728117925932
TsOYE,MeOH,9,25,0.732059354452912
TsOYE,MeOH,12,25,0.7252580832921174
TsOYE,MeOH,15,25,0.7282511089887854
TsOYE,MeOH,18,25,0.7272553278881952
TsOYE,MeOH,21,25,0.7244376442962676
TsOYE,MeOH,24,25,0.7197044088188496
TsOYE,MeOH,27,25,0.7219549152938676
TsOYE,MeOH,30,25,0.7070244655820664
TsOYE,MeOH,33,25,0.7068659283181877
OYE1,MeOH,0,25,0.6816095683605071
OYE1,MeOH,3,25,0.6876034048565983
OYE1,MeOH,6,25,0.6928679977627915
OYE1,MeOH,9,25,0.696228285973956
OYE1,MeOH,12,25,0.7070982592757625
OYE1,MeOH,15,25,0.7114347961856113
OYE1,MeOH,18,25,0.7174554677070805
OYE1,MeOH,21,25,0.7353589119960301
OYE1,MeOH,24,25,0.7550682370798856
OYE1,MeOH,27,25,0.8082305517707543
OYE1,MeOH,30,25,0.8221962060951994
OYE1,MeOH,33,25,0.7899125593073156
ChrOYE1,MeOH,0,30,0.6155930167607678
ChrOYE1,MeOH,3,30,0.6166964736013344
ChrOYE1,MeOH,6,30,0.6200165375719293
ChrOYE1,MeOH,9,30,0.6241879351198798
ChrOYE1,MeOH,12,30,0.6280486147351559
ChrOYE1,MeOH,15,30,0.6390658683282923
ChrOYE1,MeOH,18,30,0.647085507131326
ChrOYE1,MeOH,21,30,0.6635840084900958
ChrOYE1,MeOH,24,30,0.6917610463072665
ChrOYE1,MeOH,27,30,0.760934581957272
ChrOYE1,MeOH,30,30,0.8541671325197902
ChrOYE1,MeOH,33,30,0.9097835607152848
TsOYE,MeOH,0,30,0.7406084411151853
TsOYE,MeOH,3,30,0.737570898452293
TsOYE,MeOH,6,30,0.7406879574149822
TsOYE,MeOH,9,30,0.7354373879851321
TsOYE,MeOH,12,30,0.7276845127350007
TsOYE,MeOH,15,30,0.7304809941099051
TsOYE,MeOH,18,30,0.7301816056280326
TsOYE,MeOH,21,30,0.7298928209344734
TsOYE,MeOH,24,30,0.7247269716664028
TsOYE,MeOH,27,30,0.7263069807541264
TsOYE,MeOH,30,30,0.7114623858527905
TsOYE,MeOH,33,30,0.7122311098037658
OYE1,MeOH,0,30,0.6848016953256723
OYE1,MeOH,3,30,0.6937277198096147
OYE1,MeOH,6,30,0.7023794824582135
OYE1,MeOH,9,30,0.7044299108751176
OYE1,MeOH,12,30,0.7165922031552702
OYE1,MeOH,15,30,0.7176371349658908
OYE1,MeOH,18,30,0.7249888188033643
OYE1,MeOH,21,30,0.7465194795012658
OYE1,MeOH,24,30,0.763367079565651
OYE1,MeOH,27,30,0.8205637867500939
OYE1,MeOH,30,30,0.8358445128233911
OYE1,MeOH,33,30,0.8032620524470256
ChrOYE1,MeOH,0,35,0.6375430857486405
ChrOYE1,MeOH,3,35,0.6444166082843253
ChrOYE1,MeOH,6,35,0.6534566761936837
ChrOYE1,MeOH,9,35,0.6639609696810204
ChrOYE1,MeOH,12,35,0.6740893993298296
ChrOYE1,MeOH,15,35,0.6945951310696339
ChrOYE1,MeOH,18,35,0.7171924606405676
ChrOYE1,MeOH,21,35,0.7689658189656771
ChrOYE1,MeOH,24,35,0.8299130001064158
ChrOYE1,MeOH,27,35,0.8746232820209401
ChrOYE1,MeOH,30,35,0.9103297373921021
ChrOYE1,MeOH,33,35,0.9271838163491788
TsOYE,MeOH,0,35,0.7445160234143112
TsOYE,MeOH,3,35,0.7415382121765207
TsOYE,MeOH,6,35,0.744315054544341
TsOYE,MeOH,9,35,0.739147872052749
TsOYE,MeOH,12,35,0.733897788104474
TsOYE,MeOH,15,35,0.7352639077657712
TsOYE,MeOH,18,35,0.7343882260601533
TsOYE,MeOH,21,35,0.7336070460698317
TsOYE,MeOH,24,35,0.729627660857621
TsOYE,MeOH,27,35,0.7316315197700322
TsOYE,MeOH,30,35,0.7168887402086218
TsOYE,MeOH,33,35,0.7161652780354801
OYE1,MeOH,0,35,0.6997707714021453
OYE1,MeOH,3,35,0.7142137164779713
OYE1,MeOH,6,35,0.7229102069887531
OYE1,MeOH,9,35,0.7244360901716242
OYE1,MeOH,12,35,0.7315351915347277
OYE1,MeOH,15,35,0.7350663246842651
OYE1,MeOH,18,35,0.7508097619305757
OYE1,MeOH,21,35,0.7844326831716613
OYE1,MeOH,24,35,0.8173847246394582
OYE1,MeOH,27,35,0.8698022746472517
OYE1,MeOH,30,35,0.8814183882340525
OYE1,MeOH,33,35,0.8184901368183909
ChrOYE1,MeOH,0,40,0.6782635143129471
ChrOYE1,MeOH,3,40,0.6929408225774911
ChrOYE1,MeOH,6,40,0.7099213240164324
ChrOYE1,MeOH,9,40,0.731356385410716
ChrOYE1,MeOH,12,40,0.7653869586220191
ChrOYE1,MeOH,15,40,0.8312328337056734
ChrOYE1,MeOH,18,40,0.8802796714967039
ChrOYE1,MeOH,21,40,0.9135568501837278
ChrOYE1,MeOH,24,40,0.9213762039834594
ChrOYE1,MeOH,27,40,0.9205543546581049
ChrOYE1,MeOH,30,40,0.928587974261737
ChrOYE1,MeOH,33,40,0.9428656672838974
TsOYE,MeOH,0,40,0.7483961048568153
TsOYE,MeOH,3,40,0.7468343357596025
TsOYE,MeOH,6,40,0.7490021189322976
TsOYE,MeOH,9,40,0.7442148327453388
TsOYE,MeOH,12,40,0.7372136147225263
TsOYE,MeOH,15,40,0.7391322915264956
TsOYE,MeOH,18,40,0.7382515255856944
TsOYE,MeOH,21,40,0.7392958377543551
TsOYE,MeOH,24,40,0.7346477106113879
TsOYE,MeOH,27,40,0.7366236876289852
TsOYE,MeOH,30,40,0.7211891473240936
TsOYE,MeOH,33,40,0.721217192303148
OYE1,MeOH,0,40,0.7262376974289134
OYE1,MeOH,3,40,0.741765205605136
OYE1,MeOH,6,40,0.7565659387435631
OYE1,MeOH,9,40,0.770085384735601
OYE1,MeOH,12,40,0.7966216764021322
OYE1,MeOH,15,40,0.8222851865867997
OYE1,MeOH,18,40,0.8574488171526139
OYE1,MeOH,21,40,0.8731718655118984
OYE1,MeOH,24,40,0.8821121488705245
OYE1,MeOH,27,40,0.8994098026009265
OYE1,MeOH,30,40,0.9011037346481722
OYE1,MeOH,33,40,0.8336554601260691
ChrOYE1,MeOH,0,45,0.7344765240295151
ChrOYE1,MeOH,3,45,0.7655194829035112
ChrOYE1,MeOH,6,45,0.81882615943201
ChrOYE1,MeOH,9,45,0.8773443309689538
ChrOYE1,MeOH,12,45,0.9112844538682275
ChrOYE1,MeOH,15,45,0.9215327432141257
ChrOYE1,MeOH,18,45,0.9254254864624762
ChrOYE1,MeOH,21,45,0.9293792364789893
ChrOYE1,MeOH,24,45,0.9341024575431524
ChrOYE1,MeOH,27,45,0.9333141841252776
ChrOYE1,MeOH,30,45,0.9416700536654341
ChrOYE1,MeOH,33,45,0.9550606209341735
TsOYE,MeOH,0,45,0.753240591463561
TsOYE,MeOH,3,45,0.7500072408160549
TsOYE,MeOH,6,45,0.7512279311633381
TsOYE,MeOH,9,45,0.7483485446455793
TsOYE,MeOH,12,45,0.7408406090917135
TsOYE,MeOH,15,45,0.7435167711954905
TsOYE,MeOH,18,45,0.7432591802207803
TsOYE,MeOH,21,45,0.7427270103293581
TsOYE,MeOH,24,45,0.7378279580063959
TsOYE,MeOH,27,45,0.7408107226500812
TsOYE,MeOH,30,45,0.7262914152076996
TsOYE,MeOH,33,45,0.7288371268552178
OYE1,MeOH,0,45,0.7903959715430574
OYE1,MeOH,3,45,0.8292164801615137
OYE1,MeOH,6,45,0.8534759216197151
OYE1,MeOH,9,45,0.8619768063939496
OYE1,MeOH,12,45,0.8685136038227118
OYE1,MeOH,15,45,0.8689770265338651
OYE1,MeOH,18,45,0.8813479421695378
OYE1,MeOH,21,45,0.887581770768072
OYE1,MeOH,24,45,0.8982288446342549
OYE1,MeOH,27,45,0.9135816159836385
OYE1,MeOH,30,45,0.9163743242144343
OYE1,MeOH,33,45,0.8501206964814029
ChrOYE1,MeOH,0,50,0.8321038612291788
ChrOYE1,MeOH,3,50,0.8971297546592498
ChrOYE1,MeOH,6,50,0.918243004854887
ChrOYE1,MeOH,9,50,0.922901856223333
ChrOYE1,MeOH,12,50,0.9263259443677633
ChrOYE1,MeOH,15,50,0.9320533540121408
ChrOYE1,MeOH,18,50,0.9361698099678839
ChrOYE1,MeOH,21,50,0.9402200326373119
ChrOYE1,MeOH,24,50,0.9450986518886269
ChrOYE1,MeOH,27,50,0.9445603759762721
ChrOYE1,MeOH,30,50,0.9546042524264834
ChrOYE1,MeOH,33,50,0.9674649994775315
TsOYE,MeOH,0,50,0.7576868010423666
TsOYE,MeOH,3,50,0.7550129387276855
TsOYE,MeOH,6,50,0.7557821371604444
TsOYE,MeOH,9,50,0.7519273849038699
TsOYE,MeOH,12,50,0.7454346561763244
TsOYE,MeOH,15,50,0.7479411496515498
TsOYE,MeOH,18,50,0.7481757452401804
TsOYE,MeOH,21,50,0.7459255289899026
TsOYE,MeOH,24,50,0.7432364203126527
TsOYE,MeOH,27,50,0.7467984338637784
TsOYE,MeOH,30,50,0.7343242122632704
TsOYE,MeOH,33,50,0.7415733287453298
OYE1,MeOH,0,50,0.850485275579945
OYE1,MeOH,3,50,0.8652911366693795
OYE1,MeOH,6,50,0.8715914230479052
OYE1,MeOH,9,50,0.8765990820774051
OYE1,MeOH,12,50,0.8818794316911452
OYE1,MeOH,15,50,0.8814644156622599
OYE1,MeOH,18,50,0.8953553493953011
OYE1,MeOH,21,50,0.9023135787500166
OYE1,MeOH,24,50,0.9126050213082837
OYE1,MeOH,27,50,0.9291059184048048
OYE1,MeOH,30,50,0.9308338024724246
OYE1,MeOH,33,50,0.8651841837770681
ChrOYE1,MeOH,0,60,0.9237059150583059
ChrOYE1,MeOH,3,60,0.9290753982072596
ChrOYE1,MeOH,6,60,0.9355414360043217
ChrOYE1,MeOH,9,60,0.9410987904745213
ChrOYE1,MeOH,12,60,0.9446723756710272
ChrOYE1,MeOH,15,60,0.9500171202090669
ChrOYE1,MeOH,18,60,0.9558356221198618
ChrOYE1,MeOH,21,60,0.9600115737166518
ChrOYE1,MeOH,24,60,0.9656166465982414
ChrOYE1,MeOH,27,60,0.9655893289878379
ChrOYE1,MeOH,30,60,0.9764758993525269
ChrOYE1,MeOH,33,60,0.9928272436072524
TsOYE,MeOH,0,60,0.7671814087181965
TsOYE,MeOH,3,60,0.7624887150752171
TsOYE,MeOH,6,60,0.7641131170413201
TsOYE,MeOH,9,60,0.7603247255318509
TsOYE,MeOH,12,60,0.75571657224057
TsOYE,MeOH,15,60,0.7571875704686651
TsOYE,MeOH,18,60,0.759890177264733
TsOYE,MeOH,21,60,0.762804993686767
TsOYE,MeOH,24,60,0.7683270652073119
TsOYE,MeOH,27,60,0.795553660547236
TsOYE,MeOH,30,60,0.7949029351352191
TsOYE,MeOH,33,60,0.864014981154054
OYE1,MeOH,0,60,0.8722995254066155
OYE1,MeOH,3,60,0.8862800755001804
OYE1,MeOH,6,60,0.8941898139217925
OYE1,MeOH,9,60,0.900162071702351
OYE1,MeOH,12,60,0.906618506362646
OYE1,MeOH,15,60,0.9081398319546506
OYE1,MeOH,18,60,0.9231601368864166
OYE1,MeOH,21,60,0.9287239084422213
OYE1,MeOH,24,60,0.9408556038398465
OYE1,MeOH,27,60,0.9570734035634745
OYE1,MeOH,30,60,0.9596082236623453
OYE1,MeOH,33,60,0.8913483599201558
ChrOYE1,MeOH,0,70,0.937109943580538
ChrOYE1,MeOH,3,70,0.9433715840828724
ChrOYE1,MeOH,6,70,0.9515356040995914
ChrOYE1,MeOH,9,70,0.9569814118328647
ChrOYE1,MeOH,12,70,0.9622535480405255
ChrOYE1,MeOH,15,70,0.9678804951227667
ChrOYE1,MeOH,18,70,0.9745001173203619
ChrOYE1,MeOH,21,70,0.9796740309735835
ChrOYE1,MeOH,24,70,0.9873069723642017
ChrOYE1,MeOH,27,70,0.9880638251321567
ChrOYE1,MeOH,30,70,1.001608134650226
ChrOYE1,MeOH,33,70,1.014387888716476
TsOYE,MeOH,0,70,0.7756289714077106
TsOYE,MeOH,3,70,0.7727792721531835
TsOYE,MeOH,6,70,0.7757886328514435
TsOYE,MeOH,9,70,0.7754643407041866
TsOYE,MeOH,12,70,0.7758035872249508
TsOYE,MeOH,15,70,0.792368219730335
TsOYE,MeOH,18,70,0.8151465045499385
TsOYE,MeOH,21,70,0.843164819109206
TsOYE,MeOH,24,70,0.8825113209546553
TsOYE,MeOH,27,70,0.9320387843773168
TsOYE,MeOH,30,70,0.9517706252742902
TsOYE,MeOH,33,70,0.9751062126932455
OYE1,MeOH,0,70,0.8897534117377525
OYE1,MeOH,3,70,0.9080937410345232
OYE1,MeOH,6,70,0.9171720561203731
OYE1,MeOH,9,70,0.9228161483612388
OYE1,MeOH,12,70,0.9286197735400984
OYE1,MeOH,15,70,0.9284766444339949
OYE1,MeOH,18,70,0.9445956621177561
OYE1,MeOH,21,70,0.9505812770703906
OYE1,MeOH,24,70,0.9635990612079972
OYE1,MeOH,27,70,0.97988622036658
OYE1,MeOH,30,70,0.9825929508529331
OYE1,MeOH,33,70,0.9096155293005008
ChrOYE1,MeOH,0,80,0.9530491112516458
ChrOYE1,MeOH,3,80,0.9620251418050977
ChrOYE1,MeOH,6,80,0.9711129745431992
