Enzyme,Solvent,Concentration,Temperature,FU
YqiG,MeOH,45,25,0.9191032442376897
RmER,MeOH,36,30,1.1752631923216388
RmER,MeOH,39,30,1.2127774729067864
RmER,MeOH,42,30,1.201726402127493
RmER,MeOH,45,30,0.8030583740220804
XenA,MeOH,36,30,0.8889073630764135
XenA,MeOH,39,30,1.1362647037426037
XenA,MeOH,42,30,1.1264692114021282
XenA,MeOH,45,30,0.9692470249372352
YqiG,MeOH,36,30,0.801175221841307
YqiG,MeOH,39,30,0.9147683075132804
YqiG,MeOH,42,30,0.8899376859876517
YqiG,MeOH,45,30,0.9412285263460932
RmER,MeOH,36,35,1.1778700063153968
RmER,MeOH,39,35,1.217168712456216
RmER,MeOH,42,35,1.2114097176033272
RmER,MeOH,45,35,0.8206745320274579
XenA,MeOH,36,35,0.9091862514500527
XenA,MeOH,39,35,1.1216669999130235
XenA,MeOH,42,35,1.157326435513618
XenA,MeOH,45,35,0.9848553793295333
YqiG,MeOH,36,35,0.89842413765289
YqiG,MeOH,39,35,0.9487560887632064
YqiG,MeOH,42,35,0.904951712212653
YqiG,MeOH,45,35,0.9455820051068239
RmER,MeOH,36,40,1.1838731300706369
RmER,MeOH,39,40,1.2187911374476434
RmER,MeOH,42,40,1.2144407193429105
RmER,MeOH,45,40,0.8415747311782615
XenA,MeOH,36,40,0.9252857210074028
XenA,MeOH,39,40,1.1273070505570895
XenA,MeOH,42,40,1.16215038240872
XenA,MeOH,45,40,1.0005171277385303
YqiG,MeOH,36,40,0.9820724979004751
YqiG,MeOH,39,40,0.9802793405494074
YqiG,MeOH,42,40,0.916908247448728
YqiG,MeOH,45,40,0.9585266122364425
RmER,MeOH,36,45,1.1885404496794798
RmER,MeOH,39,45,1.22133315953947
RmER,MeOH,42,45,1.2149631434406511
RmER,MeOH,45,45,0.8674649478970441
XenA,MeOH,36,45,0.9437196668970524
XenA,MeOH,39,45,1.1366087344280662
XenA,MeOH,42,45,1.1647332521269724
XenA,MeOH,45,45,1.0193443398770732
YqiG,MeOH,36,45,0.9967173510357376
YqiG,MeOH,39,45,0.9961676994859904
YqiG,MeOH,42,45,0.9293587266628216
YqiG,MeOH,45,45,0.9711073658354435
RmER,MeOH,36,50,1.1974089647664745
RmER,MeOH,39,50,1.2208670963436963
RmER,MeOH,42,50,1.2182484723341955
RmER,MeOH,45,50,0.8941495581868099
XenA,MeOH,36,50,0.9614284001981389
XenA,MeOH,39,50,1.139972541677336
XenA,MeOH,42,50,1.1647029342045674
XenA,MeOH,45,50,1.038849068468648
YqiG,MeOH,36,50,1.0071819244017812
YqiG,MeOH,39,50,1.013261459093481
YqiG,MeOH,42,50,0.9449091949104637
YqiG,MeOH,45,50,0.9873133546065987
RmER,MeOH,36,60,1.2023168926608976
RmER,MeOH,39,60,1.2223665850633585
RmER,MeOH,42,60,1.2188121276449524
RmER,MeOH,45,60,0.933109962257444
XenA,MeOH,36,60,0.9998038464519238
XenA,MeOH,39,60,1.1489177729424789
XenA,MeOH,42,60,1.1723019730919826
XenA,MeOH,45,60,1.0716748705162955
YqiG,MeOH,36,60,1.023288348710558
YqiG,MeOH,39,60,1.0532216841104225
YqiG,MeOH,42,60,0.9988239031727907
YqiG,MeOH,45,60,1.002843093921029
RmER,MeOH,36,70,1.2111455360955434
RmER,MeOH,39,70,1.2186952767709929
RmER,MeOH,42,70,1.2198641801642414
RmER,MeOH,45,70,0.9616441990667006
XenA,MeOH,36,70,1.0493595159462958
XenA,MeOH,39,70,1.155888262172985
XenA,MeOH,42,70,1.1748988591143565
XenA,MeOH,45,70,1.1054424663933535
YqiG,MeOH,36,70,1.0255197367595221
YqiG,MeOH,39,70,1.0656122999554456
YqiG,MeOH,42,70,1.0262265564087085
YqiG,MeOH,45,70,1.008369969450731
RmER,MeOH,36,80,1.218123702408877
RmER,MeOH,39,80,1.218310326256375
RmER,MeOH,42,80,1.2188942866517547
RmER,MeOH,45,80,1.0092526519114977
XenA,MeOH,36,80,1.1017063079566884
XenA,MeOH,39,80,1.1619253093425943
XenA,MeOH,42,80,1.1783534987419393
XenA,MeOH,45,80,1.1307670315269471
YqiG,MeOH,36,80,1.0206891675595644
YqiG,MeOH,39,80,1.0723568753614576
YqiG,MeOH,42,80,1.0297369438515633
YqiG,MeOH,45,80,1.0084765271538954
DrER,MeOH,0,25,0.6932131820202574
DrER,MeOH,3,25,0.6918969096256831
DrER,MeOH,6,25,0.6899347723879811
DrER,MeOH,9,25,0.6880950760233663
DrER,MeOH,12,25,0.6880515778203534
DrER,MeOH,15,25,0.6890900047960226
DrER,MeOH,18,25,0.6882640104860275
DrER,MeOH,21,25,0.6983897108983735
DrER,MeOH,24,25,0.7630956257173083
DrER,MeOH,27,25,0.8672968557935756
DrER,MeOH,30,25,0.8823220356263921
DrER,MeOH,33,25,0.8937115938284805
YqjM,MeOH,0,25,1.047629760291564
YqjM,MeOH,3,25,1.0408503512106402
YqjM,MeOH,6,25,1.0375380205615408
YqjM,MeOH,9,25,1.0330371854730085
YqjM,MeOH,12,25,1.0259173832045732
YqjM,MeOH,15,25,1.0259978440240476
YqjM,MeOH,18,25,1.0297079127563113
YqjM,MeOH,21,25,1.0395529822990126
YqjM,MeOH,24,25,1.060743200834899
YqjM,MeOH,27,25,1.0504615149892866
YqjM,MeOH,30,25,0.9697622988853085
YqjM,MeOH,33,25,0.9488227238307508
DrER,MeOH,0,30,0.698081589162208
DrER,MeOH,3,30,0.6964411446486842
DrER,MeOH,6,30,0.6956019564298873
DrER,MeOH,9,30,0.6943053953123434
DrER,MeOH,12,30,0.6955277334669621
DrER,MeOH,15,30,0.7013235870456412
DrER,MeOH,18,30,0.7070939993847559
DrER,MeOH,21,30,0.7376948604685538
DrER,MeOH,24,30,0.8239664391357217
DrER,MeOH,27,30,0.913877224990922
DrER,MeOH,30,30,0.9091216204140886
DrER,MeOH,33,30,0.9201056418623392
YqjM,MeOH,0,30,1.0555122396960832
YqjM,MeOH,3,30,1.0481386573530254
YqjM,MeOH,6,30,1.0450138147018226
YqjM,MeOH,9,30,1.04376250960785
YqjM,MeOH,12,30,1.0421420732300413
YqjM,MeOH,15,30,1.0502869194777391
YqjM,MeOH,18,30,1.063778425823682
YqjM,MeOH,21,30,1.078870088705396
YqjM,MeOH,24,30,1.0908427093801414
YqjM,MeOH,27,30,1.0479495591289754
YqjM,MeOH,30,30,0.9766632431544188
YqjM,MeOH,33,30,0.9556078171954034
DrER,MeOH,0,35,0.705707688976271
DrER,MeOH,3,35,0.7055481172977663
DrER,MeOH,6,35,0.7063582554191563
DrER,MeOH,9,35,0.7102601193321997
DrER,MeOH,12,35,0.7235646690451734
DrER,MeOH,15,35,0.7634949898344839
DrER,MeOH,18,35,0.8104761805970376
DrER,MeOH,21,35,0.8706458944664037
DrER,MeOH,24,35,0.9087664217460205
DrER,MeOH,27,35,0.9511737104734922
DrER,MeOH,30,35,0.9351457925601873
DrER,MeOH,33,35,0.946621761555593
YqjM,MeOH,0,35,1.062203331862765
YqjM,MeOH,3,35,1.0584831132493009
YqjM,MeOH,6,35,1.0620521867285755
YqjM,MeOH,9,35,1.068481734096269
YqjM,MeOH,12,35,1.0795671461800587
YqjM,MeOH,15,35,1.099615088912554
YqjM,MeOH,18,35,1.1108003507696598
YqjM,MeOH,21,35,1.0973769776991769
YqjM,MeOH,24,35,1.046074205140865
YqjM,MeOH,27,35,0.9845124676471673
YqjM,MeOH,30,35,0.9538612852554071
YqjM,MeOH,33,35,0.9481518526531976
DrER,MeOH,0,40,0.7223357782270702
DrER,MeOH,3,40,0.732507169982898
DrER,MeOH,6,40,0.7545459962287759
DrER,MeOH,9,40,0.7875559584700413
DrER,MeOH,12,40,0.8405946893788399
DrER,MeOH,15,40,0.8909242915018607
DrER,MeOH,18,40,0.9105886651648368
DrER,MeOH,21,40,0.9338455079752922
DrER,MeOH,24,40,0.9543208518559076
DrER,MeOH,27,40,0.9826510837630197
DrER,MeOH,30,40,0.9628603262232073
DrER,MeOH,33,40,0.9746693051900683
YqjM,MeOH,0,40,1.0748300515993385
YqjM,MeOH,3,40,1.0817489581048123
YqjM,MeOH,6,40,1.1017732240084492
YqjM,MeOH,9,40,1.1147801794654058
YqjM,MeOH,12,40,1.105725118518
YqjM,MeOH,15,40,1.0589847982114837
YqjM,MeOH,18,40,0.9882691692831136
YqjM,MeOH,21,40,0.9510987050452273
YqjM,MeOH,24,40,0.9556394669172111
YqjM,MeOH,27,40,0.9587899804801485
YqjM,MeOH,30,40,0.9577375587094137
YqjM,MeOH,33,40,0.9531534642590342
DrER,MeOH,0,45,0.7780385068582363
DrER,MeOH,3,45,0.8246868442728904
DrER,MeOH,6,45,0.8678870196096433
DrER,MeOH,9,45,0.8932596912530394
DrER,MeOH,12,45,0.9164991046388854
DrER,MeOH,15,45,0.9458812930915769
DrER,MeOH,18,45,0.961055396721374
DrER,MeOH,21,45,0.9760198677204918
DrER,MeOH,24,45,0.98670364485114
DrER,MeOH,27,45,1.0030324811657094
DrER,MeOH,30,45,0.9787287294026074
DrER,MeOH,33,45,0.988720168453767
YqjM,MeOH,0,45,1.1037344550134225
YqjM,MeOH,3,45,1.1008481748646082
YqjM,MeOH,6,45,1.0439754973194226
YqjM,MeOH,9,45,0.9892148823438363
YqjM,MeOH,12,45,0.9522751593283495
YqjM,MeOH,15,45,0.9484870078014616
YqjM,MeOH,18,45,0.9519638733070247
YqjM,MeOH,21,45,0.9524842537182558
YqjM,MeOH,24,45,0.9615319513516439
YqjM,MeOH,27,45,0.965936273858303
YqjM,MeOH,30,45,0.965902335157769
YqjM,MeOH,33,45,0.9632447023936486
DrER,MeOH,0,50,0.8694560324313101
DrER,MeOH,3,50,0.9014101359559119
DrER,MeOH,6,50,0.9276280866746779
DrER,MeOH,9,50,0.94724499556294
DrER,MeOH,12,50,0.9664435651934442
DrER,MeOH,15,50,0.9827297341894654
DrER,MeOH,18,50,0.986829454327425
DrER,MeOH,21,50,0.9924858876833474
DrER,MeOH,24,50,0.9990445819361631
DrER,MeOH,27,50,1.0152687154280802
DrER,MeOH,30,50,0.9907415528420734
DrER,MeOH,33,50,1.0028820221063244
YqjM,MeOH,0,50,0.9991953381790953
YqjM,MeOH,3,50,0.9576447070204447
YqjM,MeOH,6,50,0.9458115108530096
YqjM,MeOH,9,50,0.9480425783803539
YqjM,MeOH,12,50,0.947160209206774
YqjM,MeOH,15,50,0.9532593115863359
YqjM,MeOH,18,50,0.9599051828975973
YqjM,MeOH,21,50,0.9604602025845107
YqjM,MeOH,24,50,0.9709262858546703
YqjM,MeOH,27,50,0.9736449368943623
YqjM,MeOH,30,50,0.9753314707328605
YqjM,MeOH,33,50,0.9718912331400626
DrER,MeOH,0,60,0.9724732032808143
DrER,MeOH,3,60,0.9821544954182273
DrER,MeOH,6,60,0.9856230532739307
DrER,MeOH,9,60,0.9893771196986039
DrER,MeOH,12,60,0.9947357769187543
DrER,MeOH,15,60,1.0028106831657275
DrER,MeOH,18,60,1.0063806204457295
DrER,MeOH,21,60,1.0118877781682267
DrER,MeOH,24,60,1.0199508463395244
DrER,MeOH,27,60,1.0377958198208044
DrER,MeOH,30,60,1.0137497143669185
DrER,MeOH,33,60,1.0271276174157626
YqjM,MeOH,0,60,0.9431215053138409
YqjM,MeOH,3,60,0.9488918803201248
YqjM,MeOH,6,60,0.9549718213805364
YqjM,MeOH,9,60,0.9617127618008241
YqjM,MeOH,12,60,0.9638029730860135
YqjM,MeOH,15,60,0.9722660362973086
YqjM,MeOH,18,60,0.9799099108627649
YqjM,MeOH,21,60,0.980227079463688
YqjM,MeOH,24,60,0.9909036893799352
YqjM,MeOH,27,60,0.9956070069736307
YqjM,MeOH,30,60,0.9994645029148983
YqjM,MeOH,33,60,0.9935283105379987
DrER,MeOH,0,70,0.9901563965753938
DrER,MeOH,3,70,0.9983212006321468
DrER,MeOH,6,70,1.0013158400925872
DrER,MeOH,9,70,1.0058527731102782
DrER,MeOH,12,70,1.014306947329638
DrER,MeOH,15,70,1.0232734774160377
DrER,MeOH,18,70,1.0284298214961807
DrER,MeOH,21,70,1.0351819910389293
DrER,MeOH,24,70,1.0469469160955187
DrER,MeOH,27,70,1.0657346976076336
DrER,MeOH,30,70,1.0379523591707562
DrER,MeOH,33,70,1.0523277720940774
YqjM,MeOH,0,70,0.9572407703944752
YqjM,MeOH,3,70,0.9668270150539942
YqjM,MeOH,6,70,0.9779292499271266
YqjM,MeOH,9,70,0.9892948536925354
YqjM,MeOH,12,70,0.9972788709302541
YqjM,MeOH,15,70,1.0171139713912412
YqjM,MeOH,18,70,1.0359437014985495
YqjM,MeOH,21,70,1.0441239135931044
YqjM,MeOH,24,70,1.0642061393776274
YqjM,MeOH,27,70,1.0560316151842075
YqjM,MeOH,30,70,1.0615774270404899
YqjM,MeOH,33,70,1.0403070084246129
DrER,MeOH,0,80,1.0049034564670731
DrER,MeOH,3,80,1.0132274736576894
DrER,MeOH,6,80,1.0196408974486706
DrER,MeOH,9,80,1.025454546851205
DrER,MeOH,12,80,1.0343918675127775
DrER,MeOH,15,80,1.0497831739760237
DrER,MeOH,18,80,1.0575252648224933
DrER,MeOH,21,80,1.0678788508335626
DrER,MeOH,24,80,1.0751545783123737
DrER,MeOH,27,80,1.089048989788963
DrER,MeOH,30,80,1.058086478599315
DrER,MeOH,33,80,1.0723679622085889
YqjM,MeOH,0,80,0.9829248237562662
YqjM,MeOH,3,80,0.9999461258727029
YqjM,MeOH,6,80,1.0341676380060973
YqjM,MeOH,9,80,1.0611682001753286
YqjM,MeOH,12,80,1.080420331839553
YqjM,MeOH,15,80,1.102784239937469
YqjM,MeOH,18,80,1.1117952925297838
YqjM,MeOH,21,80,1.099721830358592
YqjM,MeOH,24,80,1.1118793973622614
YqjM,MeOH,27,80,1.0995363112557088
YqjM,MeOH,30,80,1.1025075200645342
YqjM,MeOH,33,80,1.098160930468411
LacER,MeOH,0,25,0.8284398187021945
LacER,MeOH,3,25,0.822031573694771
LacER,MeOH,6,25,0.8244710533601889
LacER,MeOH,9,25,0.8226368289640046
LacER,MeOH,12,25,0.8151237754419307
LacER,MeOH,15,25,0.7645915953896211
LacER,MeOH,18,25,0.8141070299073205
LacER,MeOH,21,25,0.8259803782742251
LacER,MeOH,24,25,0.8105593001591206
LacER,MeOH,27,25,0.8163644110308158
LacER,MeOH,30,25,0.8936678491816143
LacER,MeOH,33,25,0.8217017911414376
LacER,MeOH,36,25,0.8305201865642764
LacER,MeOH,39,25,0.8378269905298652
LacER,MeOH,42,25,0.8340433672243376
LacER,MeOH,45,25,0.8318579015169474
LacER,MeOH,0,30,0.8338692136505923
LacER,MeOH,3,30,0.8292005167195384
LacER,MeOH,6,30,0.8321228508361379
LacER,MeOH,9,30,0.8304150955570228
LacER,MeOH,12,30,0.823428915691272
LacER,MeOH,15,30,0.778276370149839
LacER,MeOH,18,30,0.8256784274504871
LacER,MeOH,21,30,0.8404708796938578
LacER,MeOH,24,30,0.8264439546168086
LacER,MeOH,27,30,0.8294775684733235
LacER,MeOH,30,30,0.9070228218706873
LacER,MeOH,33,30,0.8354492615595139
LacER,MeOH,36,30,0.8434294387774907
LacER,MeOH,39,30,0.8488326537189126
LacER,MeOH,42,30,0.8481756703306008
LacER,MeOH,45,30,0.8453824640448293
LacER,MeOH,0,35,0.841765408624989
LacER,MeOH,3,35,0.8379692888619988
LacER,MeOH,6,35,0.8426437453092099
LacER,MeOH,9,35,0.8460798667726218
LacER,MeOH,12,35,0.8368498383538336
LacER,MeOH,15,35,0.7973125882955714
LacER,MeOH,18,35,0.84353653884312
LacER,MeOH,21,35,0.8537833964733655
LacER,MeOH,24,35,0.8433813629171019
LacER,MeOH,27,35,0.8446710654752025
LacER,MeOH,30,35,0.9241405423462515
LacER,MeOH,33,35,0.8506490787910951
LacER,MeOH,36,35,0.8541344003351451
LacER,MeOH,39,35,0.8620226895448605
LacER,MeOH,42,35,0.8637717126613086
LacER,MeOH,45,35,0.8566509216387875
LacER,MeOH,0,40,0.8534803069814872
LacER,MeOH,3,40,0.8541890270757383
LacER,MeOH,6,40,0.8629014694353604
LacER,MeOH,9,40,0.8618339887281685
LacER,MeOH,12,40,0.8519498833442931
LacER,MeOH,15,40,0.81765672124964
LacER,MeOH,18,40,0.8621020906743563
LacER,MeOH,21,40,0.8773049690741608
LacER,MeOH,24,40,0.8647914546153834
LacER,MeOH,27,40,0.8617883525026943
LacER,MeOH,30,40,0.9430509912179023
LacER,MeOH,33,40,0.8705742899015048
LacER,MeOH,36,40,0.8702937893469096
LacER,MeOH,39,40,0.8770510951748033
LacER,MeOH,42,40,0.8722191364566801
LacER,MeOH,45,40,0.8724889138837428
LacER,MeOH,0,45,0.8694227409762219
LacER,MeOH,3,45,0.8672995843091948
LacER,MeOH,6,45,0.8739794050641552
LacER,MeOH,9,45,0.8806244374962786
LacER,MeOH,12,45,0.8702443173368023
LacER,MeOH,15,45,0.8472817110904792
LacER,MeOH,18,45,0.8886141227554385
LacER,MeOH,21,45,0.9034308039082172
LacER,MeOH,24,45,0.8911089904119123
LacER,MeOH,27,45,0.8810756593424236
LacER,MeOH,30,45,0.9630903069644544
LacER,MeOH,33,45,0.8864335950240315
LacER,MeOH,36,45,0.8856162520462296
LacER,MeOH,39,45,0.8920025866103112
LacER,MeOH,42,45,0.8889700548384821
LacER,MeOH,45,45,0.8869954254515774
LacER,MeOH,0,50,0.8769680042174389
LacER,MeOH,3,50,0.8819952769879112
LacER,MeOH,6,50,0.8936243835956048
LacER,MeOH,9,50,0.905523755232514
LacER,MeOH,12,50,0.8988766641449163
LacER,MeOH,15,50,0.8765540325166706
LacER,MeOH,18,50,0.9088419363497208
LacER,MeOH,21,50,0.9192300522336359
LacER,MeOH,24,50,0.9067068871187959
LacER,MeOH,27,50,0.8964541698111916
LacER,MeOH,30,50,0.9809951829479027
LacER,MeOH,33,50,0.9014240479176064
LacER,MeOH,36,50,0.8992293734613435
LacER,MeOH,39,50,0.9069378338666043
LacER,MeOH,42,50,0.9025435624584682
LacER,MeOH,45,50,0.8990603321113294
LacER,MeOH,0,60,0.9155058224537969
LacER,MeOH,3,60,0.919618611765932
LacER,MeOH,6,60,0.9263604815924781
LacER,MeOH,9,60,0.9312111741713898
LacER,MeOH,12,60,0.926625451914694
LacER,MeOH,15,60,0.9011629967880734
LacER,MeOH,18,60,0.933460916704384
LacER,MeOH,21,60,0.9460552835191052
LacER,MeOH,24,60,0.9365315001434519
LacER,MeOH,27,60,0.9256274921100776
LacER,MeOH,30,60,1.0200067387927976
LacER,MeOH,33,60,0.9336583951764924
LacER,MeOH,36,60,0.9308535199396399
LacER,MeOH,39,60,0.9382248952028311
LacER,MeOH,42,60,0.9332912952254052
LacER,MeOH,45,60,0.92673847513028
LacER,MeOH,0,70,0.9352596961115411
LacER,MeOH,3,70,0.9428508976494617
LacER,MeOH,6,70,0.9517912597657698
LacER,MeOH,9,70,0.9634310804950785
LacER,MeOH,12,70,0.9558695879707542
LacER,MeOH,15,70,0.9292940417453637
LacER,MeOH,18,70,0.9698074552324686
LacER,MeOH,21,70,0.9925773475687465
LacER,MeOH,24,70,0.9783965074639628
LacER,MeOH,27,70,0.9674839541183461
LacER,MeOH,30,70,1.0728735382314585
LacER,MeOH,33,70,0.9740307873342282
LacER,MeOH,36,70,0.9699879794336178
LacER,MeOH,39,70,0.9757653178793279
LacER,MeOH,42,70,0.969459213624978
LacER,MeOH,45,70,0.9575242252057482
LacER,MeOH,0,80,0.9677012919252201
LacER,MeOH,3,80,0.981697313785666
LacER,MeOH,6,80,0.9961304984227087
LacER,MeOH,9,80,1.0172557121194772
LacER,MeOH,12,80,1.0059169138467272
LacER,MeOH,15,80,0.9766253315749079
LacER,MeOH,18,80,1.0280676429414517
LacER,MeOH,21,80,1.0471806940921677
LacER,MeOH,24,80,1.0289002343134153
LacER,MeOH,27,80,1.013344311291056
LacER,MeOH,30,80,1.1184251750771355
LacER,MeOH,33,80,1.168235009054138
LacER,MeOH,36,80,1.0002314924856002
LacER,MeOH,39,80,1.0049980655570634
LacER,MeOH,42,80,0.9930105806649123
LacER,MeOH,45,80,0.9755624315678414
ChrOYE1,MeOH,36,25,0.880950462561173
ChrOYE1,MeOH,39,25,0.9008257680690538
ChrOYE1,MeOH,42,25,0.9103738381603462
ChrOYE1,MeOH,45,25,0.8935274519279126
TsOYE,MeOH,36,25,0.704471170617772
TsOYE,MeOH,39,25,0.7053978192282483
TsOYE,MeOH,42,25,0.708134319566659
TsOYE,MeOH,45,25,0.7088945547839781
OYE1,MeOH,36,25,0.9769366125035877
OYE1,MeOH,39,25,0.8800527734615978
OYE1,MeOH,42,25,0.8309929035582242
OYE1,MeOH,45,25,0.9406383456172688
ChrOYE1,MeOH,36,30,0.8955653678135225
ChrOYE1,MeOH,39,30,0.9148595361244213
ChrOYE1,MeOH,42,30,0.9328001790087463
ChrOYE1,MeOH,45,30,0.9094439545917421
TsOYE,MeOH,36,30,0.7090096565424705
TsOYE,MeOH,39,30,0.7109117261937835
TsOYE,MeOH,42,30,0.7127815952246365
TsOYE,MeOH,45,30,0.7141981730547501
OYE1,MeOH,36,30,0.9798184820765831
OYE1,MeOH,39,30,0.89389409904407
OYE1,MeOH,42,30,0.8412416230159632
OYE1,MeOH,45,30,0.9509192546971068
ChrOYE1,MeOH,36,35,0.9052086114346106
ChrOYE1,MeOH,39,35,0.9221031610104602
ChrOYE1,MeOH,42,35,0.9407627771134476
ChrOYE1,MeOH,45,35,0.9205486081468705
TsOYE,MeOH,36,35,0.7145453844013406
TsOYE,MeOH,39,35,0.7163229080725804
TsOYE,MeOH,42,35,0.7184655236734574
TsOYE,MeOH,45,35,0.7203549913263828
OYE1,MeOH,36,35,0.9942490055474174
OYE1,MeOH,39,35,0.9075549189661616
OYE1,MeOH,42,35,0.8531117738824237
OYE1,MeOH,45,35,0.9760877604825923
ChrOYE1,MeOH,36,40,0.9171911343908653
ChrOYE1,MeOH,39,40,0.9422471486912156
ChrOYE1,MeOH,42,40,0.9462662040324359
ChrOYE1,MeOH,45,40,0.9346048741753238
TsOYE,MeOH,36,40,0.7188242522381127
TsOYE,MeOH,39,40,0.7218836260835081
TsOYE,MeOH,42,40,0.7264228688841222
TsOYE,MeOH,45,40,0.7281438285649822
OYE1,MeOH,36,40,1.001855298701268
OYE1,MeOH,39,40,0.9208446524045448
OYE1,MeOH,42,40,0.8685228351593329
OYE1,MeOH,45,40,0.9947002366009311
ChrOYE1,MeOH,36,45,0.9317772318573733
ChrOYE1,MeOH,39,45,0.965170695137667
ChrOYE1,MeOH,42,45,0.9539561091020975
ChrOYE1,MeOH,45,45,0.9473552295993045
TsOYE,MeOH,36,45,0.729187081179157
TsOYE,MeOH,39,45,0.7332077103368353
TsOYE,MeOH,42,45,0.7460563360008345
TsOYE,MeOH,45,45,0.7597988206853756
OYE1,MeOH,36,45,1.0127529720357402
OYE1,MeOH,39,45,0.9362268529291059
OYE1,MeOH,42,45,0.8826340510794677
OYE1,MeOH,45,45,1.006189108890686
ChrOYE1,MeOH,36,50,0.9424426139385683
ChrOYE1,MeOH,39,50,0.9758884415800613
ChrOYE1,MeOH,42,50,0.9615062971932342
ChrOYE1,MeOH,45,50,0.9581103240808869
TsOYE,MeOH,36,50,0.7443081820200078
TsOYE,MeOH,39,50,0.7640218563012571
TsOYE,MeOH,42,50,0.8126422750346791
TsOYE,MeOH,45,50,0.8495027873764424
OYE1,MeOH,36,50,1.0310473192166563
OYE1,MeOH,39,50,0.9513172923071151
OYE1,MeOH,42,50,0.8956998040237653
OYE1,MeOH,45,50,1.02029512666915
ChrOYE1,MeOH,36,60,0.9622140789988799
ChrOYE1,MeOH,39,60,0.9963692370948387
ChrOYE1,MeOH,42,60,0.977275918785942
ChrOYE1,MeOH,45,60,0.9745268917270307
TsOYE,MeOH,36,60,0.8908559511669422
TsOYE,MeOH,39,60,0.935886180330737
TsOYE,MeOH,42,60,0.9516236731645348
TsOYE,MeOH,45,60,0.950929175491778
OYE1,MeOH,36,60,1.0587995595094795
OYE1,MeOH,39,60,0.977582625817578
OYE1,MeOH,42,60,0.9209189491262878
OYE1,MeOH,45,60,1.042293395764868
ChrOYE1,MeOH,36,70,0.9826475123964944
ChrOYE1,MeOH,39,70,1.0147671812354406
ChrOYE1,MeOH,42,70,0.9968674001865341
ChrOYE1,MeOH,45,70,0.9961300608111575
TsOYE,MeOH,36,70,0.9762788557745381
TsOYE,MeOH,39,70,0.9746025313837536
TsOYE,MeOH,42,70,0.9735832268745064
TsOYE,MeOH,45,70,0.9738091822050113
OYE1,MeOH,36,70,1.0792386345109506
OYE1,MeOH,39,70,0.9951238276181286
OYE1,MeOH,42,70,0.939669426922607
OYE1,MeOH,45,70,1.0612261128721578
ChrOYE1,MeOH,36,80,1.016104169810882
ChrOYE1,MeOH,39,80,1.0268475134999582
ChrOYE1,MeOH,42,80,1.03829299549209
ChrOYE1,MeOH,45,80,1.0398889088981644
TsOYE,MeOH,36,80,0.9986708996151973
TsOYE,MeOH,39,80,1.0042749595388718
TsOYE,MeOH,42,80,1.008434754201763
TsOYE,MeOH,45,80,1.0075299371787008
OYE1,MeOH,36,80,1.0908541041057405
OYE1,MeOH,39,80,1.001226164833539
OYE1,MeOH,42,80,0.948224113213363
OYE1,MeOH,45,80,1.066748787825028
NerA,MeOH,0,25,0.6143339051870493
NerA,MeOH,3,25,0.611877028898856
NerA,MeOH,6,25,0.6147986766350826
NerA,MeOH,9,25,0.6163849220755834
NerA,MeOH,12,25,0.615123142576332
NerA,MeOH,15,25,0.6161159995540729
NerA,MeOH,18,25,0.6118972788796372
NerA,MeOH,21,25,0.6249710267244812
NerA,MeOH,24,25,0.6157912003513883
NerA,MeOH,27,25,0.6149851039194296
NerA,MeOH,30,25,0.7491873567468944
NerA,MeOH,33,25,0.8652507426985856
XenB,MeOH,0,25,0.8260131650095753
XenB,MeOH,3,25,0.8225263615622614
XenB,MeOH,6,25,0.8183819048598316
XenB,MeOH,9,25,0.8159419126403608
XenB,MeOH,12,25,0.8122764399402167
XenB,MeOH,15,25,0.8068052680614601
XenB,MeOH,18,25,0.7964933203724448
XenB,MeOH,21,25,0.7789531614779381
XenB,MeOH,24,25,0.7887667710489882
XenB,MeOH,27,25,0.8571146248033081
XenB,MeOH,30,25,0.8570550489180483
XenB,MeOH,33,25,0.8394604672624347
NerA,MeOH,0,30,0.6212002219503243
NerA,MeOH,3,30,0.6196082886626832
NerA,MeOH,6,30,0.6233744851783796
NerA,MeOH,9,30,0.6242309784227681
NerA,MeOH,12,30,0.6241841536652672
NerA,MeOH,15,30,0.6253649264509489
NerA,MeOH,18,30,0.6233615310311419
NerA,MeOH,21,30,0.6397995830793077
NerA,MeOH,24,30,0.6411211451291283
NerA,MeOH,27,30,0.6626378769947733
NerA,MeOH,30,30,0.7807750815540352
NerA,MeOH,33,30,0.8744875295205021
XenB,MeOH,0,30,0.8223765162882828
XenB,MeOH,3,30,0.8176564627856343
XenB,MeOH,6,30,0.813076772775594
XenB,MeOH,9,30,0.8088247705047455
XenB,MeOH,12,30,0.8039165255825736
XenB,MeOH,15,30,0.7992990666843067
XenB,MeOH,18,30,0.7937876790063121
XenB,MeOH,21,30,0.7990350292529712
XenB,MeOH,24,30,0.8074666870343998
XenB,MeOH,27,30,0.8693820874186163
XenB,MeOH,30,30,0.8718635054182159
XenB,MeOH,33,30,0.8575351877598298
NerA,MeOH,0,35,0.630184661679692
NerA,MeOH,3,35,0.6298638687524446
NerA,MeOH,6,35,0.63361440850263
NerA,MeOH,9,35,0.6382760417459499
NerA,MeOH,12,35,0.6428910811108011
NerA,MeOH,15,35,0.6515802850855361
NerA,MeOH,18,35,0.6679650503402378
NerA,MeOH,21,35,0.7128952722110802
