Solvent,Enzyme,Temperature,x50,μ,σ,A,B,m
MeOH,DrER,45,7.913530560910705,0.020919489328142495,116.56534630616608,9.878662931228995,0.3164140796657854,1332.6805144527348
MeOH,NCR,25,59.85424548471791,3.30669755263553,17.29685401545921,20.77098481171178,0.0,889.6516902872124
MeOH,NCR,30,18.743504457688847,0.0,18.925461929117066,0.0,0.6739818616317739,315.97819355304296
MeOH,NCR,35,20.233464587927042,0.0,10.892206480251295,4.4728385864167475,0.4374521397019539,582.2293278713175
MeOH,NCR,40,0.0,0.0,10.0,9.45676320213222,0.10045019712379362,1406.383396420674
MeOH,NCR,45,18.892991001008028,0.0,10.0,0.791612534306109,0.0,1490.2449878724817
MeOH,NerA,25,24.74419040087205,6.581828121297818e-11,10.621080905086012,2.0038033909571288e-05,0.02207638591129092,1462.9929093036887
MeOH,NerA,30,22.65933758716789,0.0,10.362044014967717,0.0,0.01945080041918551,1479.9316299269146
MeOH,OYE1,25,30.96439927815172,11.695058762391879,15.892452568211082,1.4771867151224376,0.2653751810055741,1641.5047232412267
MeOH,OYE1,30,29.48717518272223,14.713094831856386,10.52092470208438,8.42403073840602,0.09556834062919808,5110.074506460632
MeOH,OYE1,35,20.84811412409168,10.227952649086161,10.0,6.3845311332007375,0.26123784419347756,8187.600619105238
MeOH,OYE1,40,7.114604542274477,1.177497050545688,10.0,6.179867797853082,0.0,1428.5077932324177
MeOH,OYE1,45,12.93375405130365,0.0526897744017819,21.768383695933355,1.1987790831760654,0.0708086827199997,1528.0214919229802
MeOH,PpXenB,25,30.989002306019948,0.0,21.536136213239537,0.0,0.8870341043863256,967.3026712508803
MeOH,PpXenB,30,29.454245498693837,0.0,10.0,3.174398578887452,0.907796544820637,1028.9937988818897
MeOH,PpXenB,35,22.436526152544076,14.784648384593277,10.0,7.991078375942638,0.3160646660805996,1957.833378416512
MeOH,PpXenB,40,16.87233682719788,6.368917728942738,10.0,6.99169303665537,0.0,1468.341605683262
MeOH,PpXenB,45,0.0,0.0,15.698089184383523,5.482323360995041,0.13432955203029445,1188.8108699525433
MeOH,TsOYE,25,39.32581975867686,0.004030663843115597,89.22571911102136,4.472974607632238,1.1921538513195262,237.67902431678198
MeOH,TsOYE,30,36.086603022328696,0.0,49.082012359290815,2.298284559374943,1.4528003168009083,258.558868048379
MeOH,TsOYE,35,36.65725450466253,0.053218267605425036,65.53927804330522,13.543963193032177,1.4405705815887224,299.74471023906756
MeOH,TsOYE,40,39.94964394607972,5.555020652508983,10.0,7.402597953338205,1.2771419254306493,475.3915706123548
MeOH,TsOYE,45,41.75932841499109,13.030477248430302,16.219661690429852,35.199515844247834,0.7106240521474291,761.7617877703751
MeOH,YqiG,25,37.537652068801854,0.1879259054806396,19.93396927590766,2.588345615005069,0.6050481825262688,768.6117470016379
MeOH,YqiG,30,34.93470618809444,0.0,10.0,1.4327235200152952,0.4091410544094784,555.7241311443588
MeOH,YqiG,35,19.25543518151753,0.0,14.878046255340177,7.963587289647259,0.0,1265.181002829373
MeOH,YqiG,40,20.27404078279696,0.0,10.0,2.551794897294187,0.0,1508.6777944161263
